DateTime,Entries,UniqueIPs
1520112777,60,60
1520114683,57,57
1520116615,56,56
1520118527,57,57
1520120586,54,54
1520122622,55,55
1520124512,56,56
1520126458,57,57
1520128456,56,56
1520132242,58,58
1520134130,57,57
1520136096,55,55
1520137972,53,53
1520139937,54,54
1520141815,53,53
1520145879,52,52
1520147807,53,53
1520151717,54,54
1520153556,55,55
1520155531,56,56
1520157406,55,55
1520159372,55,55
1520161328,54,54
1520163232,55,55
1520165093,56,56
1520167103,58,58
1520168930,56,56
1520170883,55,55
1520172768,53,53
1520174755,54,54
1520178632,54,54
1520180689,55,55
1520184539,54,54
1520186514,48,48
1520190351,48,48
1520194360,48,48
1520198447,47,47
1520200366,48,48
1520204204,50,50
1520206372,54,54
1520208552,55,55
1520210482,54,54
1520212394,52,52
1520214334,51,51
1520218158,51,51
1520220078,53,53
1520221979,55,55
1520227745,57,57
1520229768,58,58
1520233778,56,56
1520235677,57,57
1520237622,57,57
1520239506,59,59
1520241459,61,61
1520245313,62,62
1520247194,63,63
1520249123,63,63
1520252986,65,65
1520254899,65,65
1520258721,64,64
1520260885,65,65
1520262797,66,66
1520264713,66,66
1520266871,65,65
1520268818,66,66
1520270737,65,65
1520272697,64,64
1520278613,65,65
1520282475,65,65
1520284872,65,65
1520286782,66,66
1520288730,66,66
1520290605,67,67
1520292574,63,63
1520294691,61,61
1520296586,61,61
1520298541,61,61
1520300490,63,63
1520306221,61,61
1520308181,62,62
1520310047,61,61
1520312008,62,62
1520313886,61,61
1520315896,59,59
1520317726,60,60
1520322048,58,58
1520323975,59,59
1520325886,55,55
1520327816,54,54
1520329721,53,53
1520331650,54,54
1520333571,56,56
1520335478,55,55
1520337390,58,58
1520339337,56,56
1520341295,56,56
1520343175,55,55
1520345425,54,54
1520347255,54,54
1520349164,53,53
1520351094,52,52
1520354938,52,52
1520358781,58,58
1520360915,59,59
1520362885,58,58
1520364784,59,59
1520366958,60,60
1520368835,59,59
1520370779,60,60
1520372667,63,63
1520374586,62,62
1520376520,64,64
1520378678,65,65
1520382518,67,67
1520384511,68,68
1520386364,68,68
1520388294,65,65
1520392124,66,66
1520394036,67,67
1520395960,67,67
1520397884,68,68
1520399802,67,67
1520401717,69,69
1520409414,68,68
1520411315,73,73
1520413307,74,74
1520415165,73,73
1520419234,79,79
1520421163,77,77
1520423085,76,76
1520425007,74,74
1520426916,74,74
1520428839,76,76
1520434594,77,77
1520436517,76,76
1520438508,74,74
1520444441,66,66
1520446463,65,65
1520448282,64,64
1520450208,63,63
1520452126,64,64
1520454042,65,65
1520455973,65,65
1520457869,64,64
1520460094,68,68
1520461967,68,68
1520463874,70,70
1520467998,72,72
1520472087,74,74
1520474117,72,72
1520475946,72,72
1520477920,73,73
1520479757,72,72
1520481792,71,71
1520483608,70,70
1520487435,70,70
1520489430,70,70
1520497521,69,69
1520499475,68,68
1520501485,69,69
1520503898,70,70
1520505878,61,61
1520507794,60,60
1520509965,60,60
1520511892,61,61
1520515958,60,60
1520517897,62,62
1520519968,61,61
1520524004,63,63
1520526030,65,65
1520528196,65,65
1520530120,66,66
1520532093,68,68
1520533957,69,69
1520535866,63,63
1520537788,62,62
1520541627,61,61
1520543547,60,60
1520545481,59,59
1520547412,59,59
1520549319,59,59
1520551247,61,61
1520553148,62,62
1520555090,60,60
1520558909,59,59
1520560937,60,60
1520564688,56,56
