DateTime,Entries,UniqueIPs
1520394035,1386,1386
1520395959,1382,1382
1520397884,1381,1381
1520399802,1389,1389
1520401716,1386,1386
1520403640,1385,1385
1520405558,1385,1385
1520407476,1381,1381
1520409413,1383,1383
1520411315,1382,1382
1520413306,1382,1382
1520415164,1382,1382
1520417331,1381,1381
1520419234,1381,1381
1520421162,1386,1386
1520423084,1387,1387
1520425006,1393,1393
1520426916,1392,1392
1520428838,1393,1393
1520430763,1392,1392
1520432688,1390,1390
1520434594,1396,1396
1520436517,1405,1405
1520438507,1415,1415
1520440369,1427,1427
1520442283,1436,1436
1520444440,1440,1440
1520446462,1446,1446
1520448281,1455,1455
1520450207,1456,1456
1520452125,1454,1454
1520454041,1467,1467
1520455972,1479,1479
1520457868,1483,1483
1520460093,1486,1486
1520461966,616,616
1520463873,314,314
1520465803,325,325
1520467997,331,331
1520469954,336,336
1520472086,341,341
1520474116,341,341
1520475945,343,343
1520477919,347,347
1520479757,348,348
1520481791,355,355
1520483608,355,355
1520485588,354,354
1520487434,365,365
1520489430,372,372
1520491306,375,375
1520493310,383,383
1520495323,388,388
1520497520,356,356
1520499475,363,363
1520501485,363,363
1520503898,368,368
1520505877,370,370
1520507794,369,369
1520509964,373,373
1520511891,372,372
1520513799,379,379
1520515957,386,386
1520517896,383,383
1520519967,379,379
1520521946,382,382
1520524003,375,375
1520526029,370,370
1520528196,362,362
1520530120,352,352
1520532092,355,355
1520533956,347,347
1520535865,343,343
1520537787,344,344
1520539726,340,340
1520541627,331,331
1520543546,333,333
1520545481,325,325
1520547411,319,319
1520549319,316,316
1520551246,309,309
1520553148,305,305
1520555090,300,300
1520557013,295,295
1520558908,299,299
1520560937,294,294
1520562794,287,287
1520564687,280,280
1520566604,276,276
1520568527,267,267
1520570425,271,271
1520572364,266,266
1520574283,254,254
1520576207,246,246
1520578133,239,239
1520580051,235,235
1520581946,225,225
1520583889,228,228
1520585796,220,220
1520587960,223,223
1520589885,220,220
1520591791,216,216
1520593731,210,210
1520595622,200,200
1520597557,199,199
1520599461,199,199
1520601379,195,195
1520603476,189,189
1520605460,190,190
1520607676,184,184
1520609553,193,193
1520611474,198,198
1520613396,206,206
1520615315,222,222
1520617240,228,228
1520619149,236,236
1520621091,241,241
1520622998,252,252
1520624907,262,262
1520626825,266,266
1520628767,262,262
1520630674,266,266
1520632603,279,279
1520635564,275,275
1520637450,277,277
1520639445,274,274
1520641289,274,274
1520643164,271,271
1520645152,267,267
1520647339,265,265
1520649292,266,266
1520651314,267,267
1520653219,269,269
1520655444,274,274
1520657317,278,278
