DateTime,Entries,UniqueIPs
1520302362,1496,1496
1520304321,1499,1499
1520306208,1499,1499
1520308166,1499,1499
1520310035,1500,1500
1520311994,1500,1500
1520315882,1515,1515
1520317715,1626,1626
1520319771,1624,1624
1520322031,1573,1573
1520323964,2217,2217
1520325873,3121,3121
1520327804,3113,3113
1520331639,3113,3113
1520335467,3083,3083
1520337379,3062,3062
1520339325,2944,2944
1520341284,2946,2946
1520343163,2946,2946
1520345413,2947,2947
1520347244,2947,2947
1520349153,2946,2946
1520351084,2942,2942
1520353012,2943,2943
1520354927,2939,2939
1520356914,2940,2940
1520358767,2939,2939
1520360903,2941,2941
1520363819,2941,2941
1520366483,2898,2898
1520368351,2896,2896
1520370154,2893,2893
1520371954,2894,2894
1520373975,2893,2893
1520375799,2889,2889
1520377776,2892,2892
1520379625,2893,2893
1520381635,2895,2895
1520383473,2700,2700
1520385457,2702,2702
1520387304,2702,2702
1520391151,2696,2696
1520393132,2697,2697
1520394982,2694,2694
1520397039,2693,2693
1520400805,2636,2636
1520402671,2985,2985
1520404670,2920,2920
1520406502,2920,2920
1520410356,2920,2920
1520412359,2491,2491
1520414180,1469,1469
1520416338,1467,1467
1520418261,1466,1466
1520422099,1466,1466
1520424997,1463,1463
1520426907,1463,1463
1520428828,1459,1459
1520430753,1457,1457
1520432679,1458,1458
1520434585,1457,1457
1520436507,1458,1458
1520438497,1459,1459
1520440360,1461,1461
1520442274,1488,1488
1520444427,1488,1488
1520446450,1554,1554
1520448269,1555,1555
1520450194,1558,1558
1520452113,1560,1560
1520454030,1432,1432
1520455960,1433,1433
1520457855,1434,1434
1520460077,1436,1436
1520463862,1434,1434
1520465792,1567,1567
1520467986,1632,1632
1520469944,1632,1632
1520472075,1631,1631
1520474104,1687,1687
1520475933,1688,1688
1520479744,1690,1690
1520481779,1692,1692
1520483596,1693,1693
1520485577,1695,1695
1520487423,1576,1576
1520489419,1464,1464
1520491296,1099,1099
1520493299,1098,1098
1520495312,1100,1100
1520497509,1100,1100
1520499464,1101,1101
1520503887,1105,1105
1520507781,1106,1106
