DateTime,AddedIPs,RemovedIPs
1520750461,3,17
1520752255,126,2
1520753964,2,1
1520754942,2,0
1520756109,6,1
1520757065,0,1
1520757969,0,2355
1520759676,2472,0
1520760614,1,3
1520761373,1,0
1520762202,30,0
1520763347,82,3
1520764307,1,0
1520765165,9,1
1520766216,17,68
1520767255,11,0
1520768281,14,4
1520769847,47,1
1520770864,1,1
1520771803,15,11
1520772651,74,0
1520773016,0,1
1520773852,2,80
1520776102,32,7
1520776598,1,0
1520777650,0,2630
1520778729,2638,0
1520779377,14,3
1520780732,27,1
1520781659,4,0
1520782852,4,207
1520783792,8,0
1520784924,15,4
1520785891,4,31
1520787360,15,62
1520788258,13,0
1520789936,9,36
1520791857,16,33
1520792094,11,0
1520793025,0,2401
1520795382,2366,0
1520795679,1,0
1520796642,8,72
1520797547,12,1
1520799362,12,2
1520800300,17,106
1520800987,3,3
1520802649,24,2
1520804711,0,2257
1520806261,2294,0
1520807315,3,0
1520808395,3,21
1520809848,5,41
1520811666,3,11
1520813720,1,4
1520814747,2,23
1520817055,3,11
1520818973,86,42
1520820304,18,14
1520821274,3,0
1520822546,0,2254
1520824867,2352,0
1520825876,2,4
1520826944,25,2
1520828119,16,0
1520830242,8,14
1520830595,29,0
1520831690,25,3
1520833566,2,53
1520834645,5,4
1520835542,3,0
1520838875,6,76
1520839727,23,0
1520840583,2,3
1520841404,68,6
1520842227,0,2401
1520842493,2492,0
1520843773,0,6
1520845607,0,1
1520846467,115,0
1520846919,1,0
1520847971,1,3
1520849429,1,2
1520851267,28,4
1520852181,3,29
1520853052,1,0
1520854311,2,26
1520855734,5,0
1520856657,0,12
1520857898,1,20
1520858768,3,32
1520860812,33,2
1520862173,5,6
1520864016,127,78
1520865041,2,16
1520865770,2,1
1520866595,3,0
1520867443,0,2587
1520868349,2590,0
1520869288,0,2590
1520870870,2496,0
1520871829,4,0
1520874208,0,2500
1520874886,2452,0
1520876747,6,28
1520879128,0,2430
1520880063,2430,0
1520880948,23,2
1520881846,7,1
1520883337,3,4
1520884539,5,1
1520885450,4,2
1520888380,10,9
1520889268,4,0
1520890125,1,2
1520890981,1,4
1520891800,21,1
1520892867,5,2
1520893854,1,85
1520894557,3,17
